Frekvens,Ort,Län,Benämning,Kanal,Kategori,Kommentar,Band,Mode,Max Uteffekt,Kanalsteg,Övrigt,Licens,Ändrad
0.36600,Kalmar,Kalmar län,Flygfyr, Localizer,,Flyg,366 KHz,,,,,,,Augusti 2023
0.36800,Sveg,Jämtlands län,Flygfyr, Localizer,,Flyg,368 KHz - I drift långt före 1990,,,,,,,Augusti 2023
0.36800,Jokkmokk,Norrbottens län,Flygfyr, Localizer,,Flyg,368 KHz - AD2-ESNJ-1-5,,,,,,,Augusti 2023
0.36900,Skellefteå,Västerbottens län,Flygfyr, Localizer,,Flyg,369 KHz,,,,,,,Augusti 2023
0.36900,Örnsköldsvik,Västernorrlands län,Flygfyr, Localizer,,Flyg,369 KHz - I drift sedan 1971,,,,,,,Augusti 2023
0.36900,Göteborg,Västra Götalands län,Landvetter - Flygfyr, Localizer,,Flyg,369 KHz,,,,,,,Augusti 2023
0.37050,Ängelholm,Skåne län,Flygfyr, Localizer,,Flyg,I drift sedan sent 1950 tal (troligen 1959).,,,,,,,Augusti 2023
0.37500,Örebro,Örebro län,Täby - Fyr, Non-Directional Beacon,,Flyg,375 KHz,,,,,,,Augusti 2023
0.37500,Kristianstad,Skåne län,Flygfyr, Localizer,,Flyg,375 KHz - I drift sedan tidigt 1980 tal,,,,,,,Augusti 2023
0.37700,Norrköping,Östergötlands län,Flygfyr, Localizer,,Flyg,377 KHz - Kungsängen,,,,,,,Augusti 2023
0.37700,Mora,Dalarnas län,Flygfyr, Localizer,,Flyg,377 KHz - I drift sedan 1980,,,,,,,Augusti 2023
0.37700,Luleå,Norrbottens län,Kallax - Flygfyr, Localizer,,Flyg,377 KHz,,,,,,,Augusti 2023
0.38000,Ronneby,Blekinge län,Flygfyr, Localizer,,Flyg,380 KHz,,,,,,,Augusti 2023
0.38100,Arvidsjaur,Norrbottens län,Fyr, Non-Directional Beacon,,Flyg,381 KHz,,,,,,,Augusti 2023
0.38100,Torsby,Värmlands län,Flygfyr, Localizer,,Flyg,381 KHz - I drift sedan 1960-1961,,,,,,,Augusti 2023
0.38300,Erken,Stockholms län,NDB fyr call ERK,,Flyg,383 KHz - Position 59.896198, 18.336901,,,,,,,Juli 2024
0.39000,Pajala,Norrbottens län,Fyr, Non-Directional Beacon,,Flyg,390 KHz,,,,,,,Augusti 2023
0.39300,Hagfors,Värmlands län,Flygfyr, Localizer,,Flyg,393 KHz,,,,,,,Augusti 2023
0.39400,Stockholm,Stockholms län,Bromma - Flygfyr, Localizer,,Flyg,394 KHz,,,,,,,Augusti 2023
0.39700,Borlänge,Dalarnas län,Flygfyr, Localizer,,Flyg,397 KHz - I drift sedan 1972, troligen,,,,,,,Augusti 2023
0.39800,Stockholm,Stockholms län,Skavsta - Flygfyr, Localizer,,Flyg,398 KHz,,,,,,,Augusti 2023
0.39900,Trollhättan,Västra Götalands län,Flygfyr, Localizer,,Flyg,399 KHz,,,,,,,Augusti 2023
0.40000,Örebro,Örebro län,Fyr, Non-Directional Beacon,,Flyg,400 KHz - Op 15 NM,,,,,,,Augusti 2023
0.40200,Torsby,Värmlands län,Flygfyr, Localizer,,Flyg,402 KHz - I drift sedan 1963-1964,,,,,,,Augusti 2023
0.40200,Eskilstuna,Södermanlands län,Flygfyr, Localizer,,Flyg,402 KHz,,,,,,,Augusti 2023
0.40300,Mora,Dalarnas län,Flygfyr, Localizer,,Flyg,403 KHz - I drift sedan 1980,,,,,,,Augusti 2023
0.40300,Jönköping,Jönköpings län,Flygfyr, Localizer,,Flyg,403 KHz - I drift sedan 1983,,,,,,,Augusti 2023
0.40600,Vilhelmina,Västerbottens län,Fyr, Non-Directional Beacon,,Flyg,406 KHz - I drift sedan 1987,,,,,,,Augusti 2023
0.40900,Såtenäs,Västra Götalands län,Flygfyr, Localizer,,Flyg,409 KHz,,,,,,,Augusti 2023
0.41700,Ängelholm,Skåne län,Flygfyr, Localizer,,Flyg,417 KHz - I drift sedan 1977.,,,,,,,Augusti 2023
0.41900,Västerås,Västmanlands län,Hässlö - Flygfyr, Localizer,,Flyg,419 KHz - I drift sedan 1990,,,,,,,Augusti 2023
0.42100,Halmstad,Hallands län,Flygfyr, Localizer,,Flyg,421 KHz - I drift långt före 1990,,,,,,,Augusti 2023
0.42100,Borlänge,Dalarnas län,Flygfyr, Localizer,,Flyg,421 KHz - I drift sedan  1972, troligen,,,,,,,Augusti 2023
26.96500,Riks,Hela landet,CB - 27 Mhz,01,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
26.97500,Riks,Hela landet,CB - 27 Mhz,02,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
26.98500,Riks,Hela landet,CB - 27 Mhz,03,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
26.99500,Riks,Hela landet,CB - 27 Mhz,03A,PR-Radio,Radiosändare för trådlösa barnvaktssystem,11-meter,FM,0,01W,10 khz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.00500,Riks,Hela landet,CB - 27 Mhz,04,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.01500,Riks,Hela landet,CB - 27 Mhz,05,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.02500,Riks,Hela landet,CB - 27 Mhz,06,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.03500,Riks,Hela landet,CB - 27 Mhz,07,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.05500,Riks,Hela landet,CB - 27 Mhz,08,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.06500,Riks,Hela landet,CB - 27 Mhz,09,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.07500,Riks,Hela landet,CB - 27 Mhz,10,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.08500,Riks,Hela landet,CB - 27 Mhz,11,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.09500,Riks,Hela landet,CB - 27 Mhz,11A,PR-Radio,Detta var tidigare en nödkanal, nu trådlösa barnvaktssystem,11-meter,FM,0,01W,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.10500,Riks,Hela landet,CB - 27 Mhz,12,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.11500,Riks,Hela landet,CB - 27 Mhz,13,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.12500,Riks,Hela landet,CB - 27 Mhz,14,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.13500,Riks,Hela landet,CB - 27 Mhz,15,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.15500,Riks,Hela landet,CB - 27 Mhz,16,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.16500,Riks,Hela landet,CB - 27 Mhz,17,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.17500,Riks,Hela landet,CB - 27 Mhz,18,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.18500,Riks,Hela landet,CB - 27 Mhz,19,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.20500,Riks,Hela landet,CB - 27 Mhz,20,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.21500,Riks,Hela landet,CB - 27 Mhz,21,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.22500,Riks,Hela landet,CB - 27 Mhz,22,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.23500,Riks,Hela landet,CB - 27 Mhz,24,PR-Radio,Används i huvudsak med SSB,11-meter,SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.24500,Riks,Hela landet,CB - 27 Mhz,25,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.25500,Riks,Hela landet,CB - 27 Mhz,23,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.26500,Riks,Hela landet,CB - 27 Mhz,26,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.27500,Riks,Hela landet,CB - 27 Mhz,27,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.28500,Riks,Hela landet,CB - 27 Mhz,28,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.29500,Riks,Hela landet,CB - 27 Mhz,29,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.30500,Riks,Hela landet,CB - 27 Mhz,30,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.31500,Riks,Hela landet,CB - 27 Mhz,31,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.32500,Riks,Hela landet,CB - 27 Mhz,32,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.33500,Riks,Hela landet,CB - 27 Mhz,33,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.34500,Riks,Hela landet,CB - 27 Mhz,34,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.35500,Riks,Hela landet,CB - 27 Mhz,35,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.36500,Riks,Hela landet,CB - 27 Mhz,36,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.37500,Riks,Hela landet,CB - 27 Mhz,37,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.38500,Riks,Hela landet,CB - 27 Mhz,38,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.39500,Riks,Hela landet,CB - 27 Mhz,39,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
27.40500,Riks,Hela landet,CB - 27 Mhz,40,PR-Radio,,11-meter,AM/FM/SSB,4W AM/FM - 12W SSB,10 kHz,Även kallat CB (Citizens Band),Licensfri,April 2023
28.28600,Krokom,Jämtlands län,Beacon - SM3KDR,,Amatör,Krokom / Aspås,10 meter,CW,,,,,Jan 2024
28.29800,Värnamo,Jönköpings län,Beacon - SK7GH/B,,Amatör,,10 meter,CW,,,,,Jan 2024
29.17000,Nyköping,Södermanlands län,Link - SM5RVH,,Amatör,,10 meter,FM,,,Echolink,,Jan 2024
29.66000,Linköping,Östergötlands län,Repeater - SK5RHT,RH5,Amatör,,10 meter,FM,,,SvxReflector,,Jan 2024
29.68000,Göteborg,Västra Götalands län,Repeater - SK6RFQ,RH7,Amatör,Göteborg / Guldheden - Repeater på 10m,10 meter,FM,,,In frekvens 29.580,,Jan 2024
29.68000,Huskvarna,Jönköpings län,Repeater - SK7RGI,RH7,Amatör,,10 meter,FM,,,,,Jan 2024
29.69000,Göteborg,Västra Götalands län,Repeater - SM6VBT/R,RH8,Amatör,Göteborg / Mölndal - Repeater på 10m,10 meter,FM,,,,,Jan 2024
29.69000,Hudiksvall,Gävleborgs län,Repeater - SK3PH/R,RH8,Amatör,Hudiksvall / Delsbo,10 meter,FM,,,,,Jan 2024
30.93000,Riks,Hela landet,Jaktradio,01,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
30.94000,Riks,Hela landet,Jaktradio,02,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
30.95000,Riks,Hela landet,Jaktradio,03,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
30.96000,Riks,Hela landet,Jaktradio,04,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
30.97000,Riks,Hela landet,Jaktradio,05,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.03000,Riks,Hela landet,Jaktradio,06,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.04000,Riks,Hela landet,Jaktradio,07,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.05000,Riks,Hela landet,Jaktradio,08,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.06000,Riks,Hela landet,Jaktradio,09,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.07000,Riks,Hela landet,Jaktradio,10,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.08000,Riks,Hela landet,Jaktradio,11,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.09000,Riks,Hela landet,Jaktradio,12,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.10000,Riks,Hela landet,Jaktradio,13,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.11000,Riks,Hela landet,Jaktradio,14,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.12000,Riks,Hela landet,Jaktradio,15,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.13000,Riks,Hela landet,Jaktradio,16,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.14000,Riks,Hela landet,Jaktradio,17,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.15000,Riks,Hela landet,Jaktradio,18,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.16000,Riks,Hela landet,Jaktradio,19,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.17000,Riks,Hela landet,Jaktradio,20,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.18000,Riks,Hela landet,Jaktradio,21,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.19000,Riks,Hela landet,Jaktradio,22,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.20000,Riks,Hela landet,Jaktradio,23,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.21000,Riks,Hela landet,Jaktradio,24,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.22000,Riks,Hela landet,Jaktradio,25,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.23000,Riks,Hela landet,Jaktradio,26,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.24000,Riks,Hela landet,Jaktradio,27,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.25000,Riks,Hela landet,Jaktradio,28,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.26000,Riks,Hela landet,Jaktradio,29,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.27000,Riks,Hela landet,Jaktradio,30,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.28000,Riks,Hela landet,Jaktradio,31,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.29000,Riks,Hela landet,Jaktradio,32,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.30000,Riks,Hela landet,Jaktradio,33,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.31000,Riks,Hela landet,Jaktradio,34,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.32000,Riks,Hela landet,Jaktradio,35,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.33000,Riks,Hela landet,Jaktradio,36,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.34000,Riks,Hela landet,Jaktradio,37,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.35000,Riks,Hela landet,Jaktradio,38,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.36000,Riks,Hela landet,Jaktradio,39,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
31.37000,Riks,Hela landet,Jaktradio,40,Jakt,,10-meter,FM,5W,10 kHz,,Licensfri,April 2023
50.05200,Kiruna,Norrbottens län,Beacon - SK2CP/B,,Amatör,Kiruna / Esrange Space Center,6 meter,CW,,,,,Jan 2024
50.46000,Skövde,Västra Götalands län,Beacon - SK6EI/B,,Amatör,,6 meter,CW,,,,,Jan 2024
50.46800,Östersund,Jämtlands län,Beacon - SK3SIX,,Amatör,,6 meter,CW,,,,,Jan 2024
51.47000,Nyköping,Södermanlands län,Link - SM5RVH,,Amatör,,6 meter,FM,,,Echolink,,Jan 2024
51.55000,Göteborg,Västra Götalands län,Link - SM6FZG,,Amatör,Göteborg / Guldheden,6 meter,FM,,,Echolink,,Jan 2024
51.85000,Söderåsen,Skåne län,Repeater - SK7REE,RF85,Amatör,Söderåsen / Stenestad,6 meter,FM,,,,,Jan 2024
51.85000,Eskilstuna,Södermanlands län,Repeater - SK5LW/R,RF85,Amatör,,6 meter,FM,,,,,Jan 2024
51.87000,Göteborg,Västra Götalands län,Repeater - SK6RFQ,RF87,Amatör,Göteborg / Guldheden - Repeater på 6m,6 meter,FM,,,in frekvens 51.270,,Jan 2024
51.91000,Oskarshamn,Kalmar län,Repeater - SK7RIH,RF91,Amatör,,6 meter,FM,,,,,Jan 2024
51.95000,Kalix,Norrbottens län,Repeater - SK2HG/R,RF95,Amatör,Kalix / Raggdynan,6 meter,FM,,,,,Jan 2024
51.95000,Örebro,Örebro län,Repeater - SK4TL/R,RF95,Amatör,Örebro / Suttarboda,6 meter,FM,,,Allstar,,Jan 2024
51.99000,Linköping,Östergötlands län,Repeater - SK5RHT,RF99,Amatör,,6 meter,FM,,,SvxReflector,,Jan 2024
69.01250,Riks,Hela landet,69 Mhz,1,PR-Radio,,4-meter,FM,25W,25 kHz,Endast mobila sändare får användas inom Västra Götalands och Hallands län.,Licensfri,April 2023
69.03750,Riks,Hela landet,69 Mhz,2,PR-Radio,,4-meter,FM,25W,25 kHz,,Licensfri,April 2023
69.06250,Riks,Hela landet,69 Mhz,3,PR-Radio,,4-meter,FM,25W,25 kHz,,Licensfri,April 2023
69.08750,Riks,Hela landet,69 Mhz,4,PR-Radio,,4-meter,FM,25W,25 kHz,,Licensfri,April 2023
69.11250,Riks,Hela landet,69 Mhz,5,PR-Radio,,4-meter,FM,25W,25 kHz,,Licensfri,April 2023
69.13750,Riks,Hela landet,69 Mhz,6,PR-Radio,,4-meter,FM,25W,25 kHz,,Licensfri,April 2023
69.16250,Riks,Hela landet,69 Mhz,7,PR-Radio,,4-meter,FM,25W,25 kHz,,Licensfri,April 2023
69.18750,Riks,Hela landet,69 Mhz,8,PR-Radio,Anropskanal - Hela landet,4-meter,FM,25W,25 kHz,,Licensfri,April 2023
69.60625,Riks,Hela landet,69 Mhz,9,PR-Radio,Endast Mobilt,4-meter,FMN,5W,12,5 kHz,,Licensfri,April 2023
69.61875,Riks,Hela landet,69 Mhz,10,PR-Radio,Endast Mobilt,4-meter,FMN,5W,12,5 kHz,,Licensfri,April 2023
69.63125,Riks,Hela landet,69 Mhz,11,PR-Radio,Endast Mobilt,4-meter,FMN,5W,12,5 kHz,,Licensfri,April 2023
69.64375,Riks,Hela landet,69 Mhz,12,PR-Radio,Endast Mobilt,4-meter,FMN,5W,12,5 kHz,,Licensfri,April 2023
69.65625,Riks,Hela landet,69 Mhz,13,PR-Radio,Endast Mobilt,4-meter,FMN,5W,12,5 kHz,,Licensfri,April 2023
69.66875,Riks,Hela landet,69 Mhz,14,PR-Radio,Endast Mobilt,4-meter,FMN,5W,12,5 kHz,,Licensfri,April 2023
69.68125,Riks,Hela landet,69 Mhz,15,PR-Radio,Endast Mobilt,4-meter,FMN,5W,12,5 kHz,,Licensfri,April 2023
69.69375,Riks,Hela landet,69 Mhz,16,PR-Radio,Endast Mobilt,4-meter,FMN,5W,12,5 kHz,,Licensfri,April 2023
69.70625,Riks,Hela landet,69 Mhz,17,PR-Radio,Endast Mobilt,4-meter,FMN,5W,12,5 kHz,,Licensfri,April 2023
69.71825,Riks,Hela landet,69 Mhz,18,PR-Radio,Endast Mobilt,4-meter,FMN,5W,12,5 kHz,,Licensfri,April 2023
69.76250,Örebro,Örebro län,Närkefrakt,,Transport,,,FM,,,,,Dec 2023
69.86250,Örebro,Örebro län,Närkefrakt,,Transport,,,FM,,,,,Dec 2023
69.91250,Heby,Uppsala län,Västupplands Taxi AB,,Transport,,,FM,,,,,Feb 2024
70.18750,Borås,Västra Götalands län,Troligen ett Åkeri, hörs i Borås,,Transport,,,FM,,,,,Feb 2024
70.73750,Stockholm,Stockholms län,Snöröjning,,Transport,,,FM,,,,,Feb 2024
72.21250,Västerås,Västmanlands län,Färdig Betong,,Transport,,,FM,,,,,Dec 2023
72.61250,Avesta,Dalarnas län,Färdig Betong,,Transport,,,FM,,,,,Dec 2023
